Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [�m/m]	A2 [�m/m]	A3 [�m/m]	A4 [�m/m]	A5 [�m/m]	A6 [�m/m]	A7 [�m/m]	AT [�C]	B1 [�m/m]	B2 [�m/m]	B3 [�m/m]	B4 [�m/m]	B5 [�m/m]	B6 [�m/m]	B7 [�m/m]	B8 [�m/m]	B9 [�m/m]	B10 [�m/m]	B11 [�m/m]	B12 [�m/m]	B13 [�m/m]	B14 [�m/m]	B15 [�m/m]	BT [�C]	D1 [�m/m]	D2 [�m/m]	D3 [�m/m]	D4 [�m/m]	D5 [�m/m]	D6 [�m/m]	D7 [�m/m]	DT [�C]	E1 [�m/m]	E2 [�m/m]	E3 [�m/m]	E4 [�m/m]	E5 [�m/m]	E6 [�m/m]	E7 [�m/m]	E8 [�m/m]	E9 [�m/m]	E10 [�m/m]	E11 [�m/m]	E12 [�m/m]	E13 [�m/m]	E14 [�m/m]	E15 [�m/m]	ET [�C]
4,922	1683226676	2510,0	137,57	174,36	139,77	159,28	112,16	139,76	105,80	28,00	127,22	148,49	80,16	165,31	165,56	163,69	101,15	162,83	44,66	90,00	125,79	113,38	175,22	95,25	108,61	27,82	79,71	142,65	143,91	60,29	101,80	2,476	306,76	27,12	105,03	100,52	58,68	144,07	142,81	90,99	120,33	113,39	52,03	11,10	43,83	107,14	110,09	149,30	337,77	27,05	
4,924	1683226676	2510,0	137,57	173,34	140,07	159,98	112,75	138,97	106,39	27,82	127,12	148,70	79,55	164,90	165,46	163,69	99,85	161,63	46,06	90,20	124,51	113,78	173,65	97,01	109,68	27,77	80,32	142,44	144,71	60,49	101,90	2,575	306,96	27,02	104,51	101,44	58,68	144,28	143,21	90,49	120,94	113,99	52,63	11,30	43,83	106,75	109,99	148,90	338,55	26,92	
4,926	1683226676	2510,0	138,39	175,38	139,37	161,29	112,75	140,75	105,70	27,98	127,02	148,70	78,33	165,41	164,95	163,29	99,85	162,53	45,26	89,80	125,10	113,09	174,43	95,84	111,04	27,67	80,32	143,66	144,51	59,69	101,30	1,486	305,58	27,12	104,00	101,24	60,51	144,68	144,42	91,09	120,94	112,99	52,23	11,50	42,85	106,75	110,28	150,47	336,40	26,97	
4,928	1683226676	2510,0	137,16	173,75	140,68	160,48	113,35	139,76	105,99	28,00	127,43	148,90	79,75	165,41	165,96	162,88	99,95	161,83	45,86	89,80	124,41	113,68	173,45	95,64	110,36	27,82	79,71	142,85	144,51	59,49	101,90	1,090	306,47	27,14	104,31	100,52	59,29	143,87	143,41	91,80	120,74	113,99	52,43	11,70	42,85	107,14	109,40	149,59	337,57	27,05	
4,930	1683226676	2510,0	137,37	172,53	140,68	160,68	113,35	140,36	106,59	27,88	126,71	148,90	79,45	165,41	164,55	163,29	100,55	162,53	45,66	89,80	124,51	114,07	174,63	97,40	109,68	27,79	78,38	141,53	144,51	59,89	102,80	2,873	306,17	27,02	104,31	101,03	58,48	143,67	143,92	90,79	121,14	113,39	51,04	10,90	43,83	106,65	110,09	149,30	337,38	26,97	
4,932	1683226676	2510,0	136,96	173,75	139,37	160,48	111,46	139,76	105,70	27,82	126,81	147,88	79,55	166,02	165,96	162,88	100,85	163,73	46,26	90,20	125,30	114,37	174,43	96,03	111,34	27,71	80,32	143,56	143,40	59,89	102,90	1,882	307,16	27,02	103,69	101,95	59,19	144,89	143,41	91,19	120,94	114,79	52,83	11,10	43,44	106,85	109,79	150,08	336,99	26,93	
4,934	1683226676	2510,0	136,96	174,56	139,37	160,28	112,36	139,17	106,59	27,96	126,92	148,70	78,74	166,12	165,66	163,29	99,75	162,83	46,65	90,60	125,70	113,48	174,24	95,64	110,27	27,77	80,32	143,97	143,40	58,89	101,90	1,783	306,47	27,11	104,82	100,62	59,29	143,87	143,92	90,79	121,14	113,59	52,23	10,71	44,42	106,75	108,62	148,90	337,09	26,87	
4,936	1683226676	2510,0	137,57	175,28	139,37	161,29	112,95	140,26	104,42	27,90	126,30	148,49	79,75	165,41	164,95	164,09	99,75	163,03	45,16	90,20	125,70	113,78	174,24	95,06	109,88	27,70	79,61	143,26	143,91	59,49	101,90	2,476	305,39	27,09	104,10	99,80	58,78	144,58	144,42	90,79	121,04	113,79	51,73	11,10	43,83	108,13	110,38	149,49	337,77	26,92	
4,938	1683226676	2510,0	138,19	173,04	140,07	161,29	111,26	139,67	106,39	27,82	127,74	148,90	79,75	164,90	165,36	163,89	100,25	162,83	45,66	89,01	125,70	113,78	174,73	95,64	109,68	27,76	80,94	143,87	143,91	60,09	102,50	1,981	306,76	27,01	105,13	101,24	58,68	144,68	143,82	92,00	121,44	113,99	53,23	11,10	44,03	107,44	109,79	149,88	337,47	27,00	
4,940	1683226676	2510,0	136,76	175,17	139,37	159,68	113,35	140,85	106,59	27,85	126,71	148,70	79,45	166,12	165,36	163,29	100,95	162,53	46,06	89,01	125,10	113,19	173,26	96,43	109,29	27,65	79,71	143,05	144,11	60,09	101,40	2,278	305,88	26,94	104,31	101,44	59,70	144,68	143,41	91,19	119,73	112,99	52,03	10,51	43,44	107,54	110,87	149,10	337,38	27,02	
4,942	1683226676	2510,0	137,78	173,95	139,97	160,08	112,55	140,26	105,90	27,86	126,81	148,49	79,14	165,41	165,86	163,89	99,55	163,83	45,66	89,21	125,50	114,07	174,63	95,06	110,66	27,89	78,99	142,44	144,11	58,89	102,10	2,476	306,17	26,99	104,31	101,75	59,90	143,87	143,31	89,89	121,94	114,39	52,03	11,70	43,64	107,05	109,99	150,27	336,70	27,07	
4,944	1683226677	2510,0	137,16	173,34	140,17	160,28	113,75	139,76	105,70	27,71	126,50	148,09	78,53	165,51	165,16	163,08	100,25	163,93	46,55	89,61	125,40	112,99	173,94	96,03	111,14	27,82	79,61	142,04	144,51	59,49	102,30	2,278	306,76	26,89	103,90	100,21	59,70	144,38	143,82	90,79	120,74	113,89	53,03	11,10	43,54	107,34	109,30	149,88	337,18	26,97	
4,946	1683226677	2510,0	137,47	174,26	141,18	160,68	111,16	139,76	105,90	27,90	128,66	147,78	79,55	164,90	165,46	163,49	100,15	162,53	46,26	89,80	125,40	113,58	174,53	94,67	110,17	27,71	79,61	143,87	144,41	59,49	101,90	1,783	306,17	26,98	104,92	101,65	58,48	145,19	143,82	91,19	120,74	112,39	52,83	11,10	43,34	107,34	110,28	149,88	337,28	26,93	
4,948	1683226677	2510,0	136,96	174,16	140,58	160,48	112,75	140,26	105,99	27,85	127,02	149,42	79,04	164,90	165,46	162,88	100,55	162,73	44,86	90,10	124,31	113,29	174,43	97,21	111,14	27,77	79,71	143,05	144,31	59,29	101,90	4,259	307,26	26,97	104,72	101,65	59,29	144,07	144,52	91,19	121,34	113,89	51,04	11,00	43,34	106,65	110,18	149,78	336,79	26,92	
4,950	1683226677	2510,0	137,16	174,46	139,37	160,68	113,15	139,76	106,49	27,86	128,04	148,70	78,63	166,73	165,66	163,89	99,65	163,03	46,26	91,19	125,89	112,79	174,53	95,64	111,14	27,75	79,71	141,73	144,11	59,89	101,70	2,377	307,16	26,92	104,92	101,24	58,27	144,58	144,52	90,79	120,63	113,39	52,63	9,912	43,54	106,55	110,48	149,49	337,47	26,92	
4,952	1683226677	2510,0	137,16	174,77	140,27	160,08	112,36	139,67	105,80	27,90	128,15	148,90	79,45	164,19	165,36	163,29	99,35	162,63	44,86	88,71	126,49	113,97	174,14	96,03	109,88	27,87	79,71	142,85	143,91	59,89	101,60	2,278	307,85	27,02	104,72	101,65	58,98	143,57	143,82	90,79	121,34	115,39	52,73	10,80	44,13	107,73	109,40	150,27	338,35	27,02	
4,954	1683226677	2510,0	137,78	173,34	141,18	160,08	112,95	139,76	105,70	27,87	128,25	148,70	79,04	165,41	165,36	163,29	100,75	162,23	46,26	89,80	124,91	113,19	174,04	96,72	111,34	27,77	79,61	141,83	144,61	60,09	102,70	2,674	306,17	27,01	104,62	100,62	58,68	143,97	143,82	91,19	121,14	112,99	51,83	11,10	43,64	107,34	110,38	149,10	336,40	27,00	
4,956	1683226677	2510,0	137,37	173,75	139,87	160,08	113,15	139,67	105,70	27,96	126,50	147,06	78,12	164,70	165,36	162,78	100,35	161,83	45,26	89,11	125,10	114,07	173,65	96,03	109,88	27,70	80,32	143,56	143,91	59,69	102,00	2,575	305,78	27,07	104,51	101,13	59,70	144,28	143,21	91,40	121,74	113,99	52,23	10,51	42,35	107,64	110,67	149,30	337,67	26,92	
4,958	1683226677	2510,0	137,78	175,07	139,97	161,09	112,55	140,16	106,59	27,87	126,40	148,49	78,74	164,90	164,85	163,59	101,05	161,63	46,65	89,41	125,40	113,38	175,02	95,84	111,24	27,72	79,61	142,95	144,31	59,69	101,70	2,575	305,58	27,01	104,72	101,13	59,29	144,18	144,52	92,20	120,53	113,49	52,03	10,71	43,34	107,14	109,99	149,49	337,18	26,89	
4,960	1683226677	2510,0	137,98	173,45	140,58	160,28	112,55	140,16	105,21	27,82	126,30	147,57	79,55	164,19	166,27	163,89	100,75	162,73	46,06	89,21	125,10	113,78	173,65	95,06	110,27	27,77	79,61	143,46	144,51	59,89	101,30	1,288	305,88	26,93	104,10	100,52	58,68	143,77	143,92	90,59	121,54	113,19	53,23	10,31	43,44	106,55	109,50	149,88	337,67	26,92	
4,962	1683226677	2510,0	137,37	173,75	139,77	160,68	113,05	139,17	106,09	27,90	127,84	148,29	79,14	165,31	165,26	162,98	100,05	161,23	46,06	88,52	125,99	113,58	173,65	95,64	110,75	27,67	79,61	142,34	144,31	59,49	101,00	1,486	306,76	27,04	104,31	100,52	59,90	143,26	143,62	90,29	121,74	112,89	51,83	10,21	43,93	106,65	109,40	149,49	336,79	26,85	
4,964	1683226677	2510,0	137,98	174,26	140,38	159,78	113,05	140,26	106,59	27,75	126,61	147,57	79,14	165,41	165,56	164,19	100,15	163,03	44,66	89,80	125,10	113,38	175,41	94,96	110,66	27,70	78,99	143,26	144,31	60,29	100,71	1,486	306,17	26,87	104,41	100,52	58,07	143,87	143,72	92,20	121,14	113,39	51,53	11,30	44,03	106,85	110,97	150,08	337,18	26,85	
4,966	1683226677	2510,0	137,37	173,95	139,97	160,48	112,75	139,07	105,90	27,81	127,94	148,70	79,35	166,02	165,06	162,98	99,25	162,03	45,26	89,41	124,51	113,68	173,45	95,55	109,88	27,82	79,71	143,26	145,02	60,09	102,70	2,377	306,37	26,99	105,54	102,16	59,70	143,57	143,21	90,89	121,14	114,19	52,23	10,80	44,03	106,26	110,38	149,20	337,77	26,97	
4,968	1683226677	2510,0	138,19	174,16	139,77	160,48	111,56	139,07	105,90	27,82	125,89	147,68	79,04	166,73	165,46	163,29	100,55	164,22	45,66	89,01	124,12	113,58	173,65	96,62	110,75	27,75	79,61	142,85	143,91	59,49	102,30	3,071	306,37	26,94	103,90	101,13	57,56	143,47	144,52	91,80	121,14	114,59	52,63	9,912	42,85	106,55	109,60	148,90	335,53	26,97	
4,970	1683226677	2510,0	137,98	175,07	141,18	159,68	111,16	141,15	106,19	27,87	126,92	148,09	78,94	165,41	165,76	162,88	100,55	161,93	46,26	88,52	125,89	113,97	173,45	95,35	109,88	27,75	80,32	143,05	144,51	60,29	101,10	1,882	306,96	26,93	104,10	100,21	59,09	144,28	143,82	90,59	120,94	113,59	53,13	10,71	43,04	107,05	110,28	149,49	337,57	27,05	
4,972	1683226677	2510,0	136,24	173,95	139,97	160,68	112,75	139,76	106,68	27,87	126,92	148,90	78,74	165,41	164,45	163,49	99,95	162,23	45,66	89,01	125,20	113,19	173,84	96,82	110,75	27,75	79,71	142,65	144,51	60,69	102,50	1,783	306,76	27,01	104,82	101,03	58,88	144,48	143,92	91,80	121,34	113,99	51,73	11,10	44,33	106,65	109,40	149,30	338,16	26,97	
4,974	1683226677	2510,0	138,39	173,95	139,87	160,28	112,36	139,17	105,80	27,87	127,43	147,27	78,33	164,80	166,07	163,89	99,95	163,03	43,97	90,40	124,12	114,37	174,04	95,25	109,78	27,76	80,32	142,65	143,40	60,69	101,30	2,080	306,76	27,01	104,92	99,80	59,70	143,57	144,02	91,19	120,94	114,39	52,83	10,41	42,85	107,14	110,58	149,69	337,77	26,92	
4,976	1683226677	2510,0	137,16	174,16	139,67	160,18	111,56	140,16	106,19	27,87	126,71	148,90	78,33	166,12	164,35	162,88	99,65	162,73	46,26	88,52	123,62	114,37	174,73	95,16	111,34	27,75	79,61	142,85	144,21	58,39	100,90	2,080	306,96	27,06	104,92	101,24	58,48	144,58	143,41	90,69	122,14	113,89	53,23	11,30	41,86	106,36	110,77	148,32	337,18	26,91	
4,978	1683226677	2510,0	137,37	173,95	139,57	160,89	113,15	139,67	107,08	27,81	126,92	148,29	79,96	164,90	165,56	163,49	100,35	161,23	45,16	90,20	125,10	114,56	174,53	96,23	110,27	27,73	78,99	142,65	144,11	60,29	101,40	2,278	305,98	26,92	104,10	101,44	58,78	144,78	143,41	91,40	120,94	113,99	51,53	10,71	44,03	106,95	110,38	150,37	337,57	26,97	
4,980	1683226677	2510,0	136,76	173,65	139,57	160,18	112,55	139,17	105,60	27,92	126,81	148,39	79,96	164,09	165,56	163,59	101,35	163,03	45,36	89,41	125,40	114,37	173,94	95,84	109,88	27,89	80,32	143,87	143,30	59,09	102,30	2,377	305,88	26,97	103,69	100,11	58,98	143,97	143,01	90,99	120,23	113,99	51,04	11,70	42,85	106,95	110,58	150,27	337,38	27,12	
4,982	1683226677	2510,0	137,57	173,34	139,87	161,49	112,36	139,57	106,49	27,77	126,50	147,37	78,94	165,31	165,76	165,10	101,05	163,03	45,46	90,00	125,89	112,89	173,65	96,23	110,66	27,77	80,32	141,83	144,92	60,69	101,90	1,684	305,19	27,02	103,90	100,01	58,68	142,86	144,42	92,00	121,74	113,79	52,03	11,50	43,54	106,55	109,60	150,27	336,99	26,92	
4,984	1683226677	2510,0	137,98	173,95	140,68	160,38	112,75	140,26	105,90	27,82	127,12	148,09	79,24	166,02	165,46	162,88	100,75	163,33	44,76	91,19	125,60	112,40	174,53	95,45	110,07	27,70	79,71	141,83	144,11	59,89	102,10	2,476	305,98	27,01	104,51	101,03	59,29	144,48	143,82	90,59	120,23	113,29	52,23	11,10	43,04	106,95	110,38	149,20	336,99	26,92	
4,986	1683226677	2510,0	137,57	173,75	139,97	159,68	113,95	139,76	105,99	27,85	127,63	147,68	77,92	165,41	164,85	163,69	100,85	162,43	46,26	89,61	124,91	113,78	174,04	96,23	110,66	27,87	78,99	142,14	144,51	60,09	101,10	1,981	305,98	27,06	104,62	100,11	59,49	143,26	143,21	90,59	122,34	113,79	52,83	10,71	44,82	106,75	109,99	149,10	337,47	27,05	
4,988	1683226677	2510,0	137,78	174,46	139,37	160,48	112,85	139,57	105,80	27,74	128,15	148,49	78,33	166,12	166,47	163,29	100,15	163,03	45,66	89,61	125,10	113,58	174,63	96,23	110,46	27,77	78,99	142,34	143,40	60,09	102,40	1,684	305,78	26,89	104,72	101,54	58,07	144,38	143,31	91,40	122,74	114,49	51,04	10,11	42,85	107,14	110,97	149,88	337,38	26,92	
4,990	1683226677	2510,0	137,37	173,65	140,48	160,38	112,16	140,16	105,70	27,92	126,50	148,70	78,53	165,31	166,07	164,09	100,25	162,43	45,66	89,61	125,50	112,70	173,94	96,03	109,88	27,75	79,71	142,65	144,51	60,09	101,90	3,071	306,47	27,12	103,90	101,24	59,90	142,96	143,41	92,10	120,94	113,79	52,43	11,10	43,64	107,14	109,79	149,30	338,55	26,97	
4,992	1683226677	2510,0	137,37	174,26	140,78	160,38	113,15	140,16	106,98	27,92	127,43	148,90	78,33	164,90	165,16	163,29	100,55	162,83	45,46	89,80	123,72	112,79	173,84	96,91	110,75	27,75	80,32	142,65	144,61	59,29	100,71	2,476	305,68	27,04	104,31	100,52	58,27	145,29	143,41	91,40	120,74	113,99	51,24	10,61	42,06	106,16	110,18	149,30	337,86	26,97	
4,994	1683226677	2510,0	137,16	174,16	140,68	160,08	112,55	140,75	105,50	27,82	126,92	148,09	79,35	165,51	165,36	163,69	101,35	163,03	45,06	89,21	124,31	112,40	173,94	95,64	109,49	27,66	80,32	143,56	144,51	59,89	100,71	2,278	305,78	27,02	104,82	100,42	58,88	145,49	143,82	90,99	121,44	113,79	51,44	11,10	43,24	106,95	110,18	150,08	337,28	26,96	
4,996	1683226677	2510,0	138,19	172,73	140,07	161,09	112,75	140,75	106,09	27,85	127,12	148,90	78,84	165,51	164,45	162,78	99,45	162,53	45,46	89,41	124,51	113,48	173,45	96,62	108,81	27,89	80,32	142,44	144,01	60,29	101,90	1,882	306,37	26,97	104,51	101,03	58,68	143,57	143,92	90,89	122,04	114,19	52,53	11,20	43,24	106,46	110,58	149,49	338,55	27,05	
4,998	1683226677	2510,0	138,19	174,46	140,07	160,68	113,55	140,26	106,68	27,85	126,71	148,09	78,12	166,02	166,57	163,08	100,25	161,63	44,47	89,21	125,10	113,38	173,84	95,35	110,27	27,75	79,71	143,66	144,11	59,89	101,30	1,684	306,96	26,97	104,31	101,65	58,27	144,68	144,02	90,79	120,94	112,89	51,83	10,31	42,85	106,65	110,48	150,08	337,18	26,91	
5,000	1683226677	2510,0	137,37	174,77	139,97	160,28	112,55	139,17	106,59	27,85	126,50	149,52	78,94	164,80	165,56	163,29	101,66	162,83	44,66	89,01	125,99	114,56	173,84	94,86	109,88	27,67	78,99	143,46	144,51	60,09	101,30	3,170	307,55	27,04	104,51	101,85	59,29	143,57	143,01	91,40	122,14	114,59	52,43	10,61	44,42	106,55	110,09	149,59	336,40	26,90	
5,002	1683226677	2510,0	137,16	174,36	139,37	160,89	112,16	139,67	105,60	27,77	127,12	148,90	78,94	165,41	166,37	163,69	100,15	162,23	45,16	90,60	125,30	113,19	174,24	96,52	110,07	27,72	79,61	142,85	144,71	60,69	101,90	2,674	306,17	26,94	104,51	100,52	58,07	143,87	144,02	91,40	121,44	113,39	51,63	11,10	43,54	107,14	109,79	149,49	336,60	26,95	
5,004	1683226677	2510,0	137,98	174,56	140,58	160,68	112,75	140,16	105,99	28,07	127,02	148,70	79,55	166,02	165,56	163,29	101,15	162,83	44,56	89,71	123,62	113,58	173,65	96,33	111,82	27,87	79,71	143,16	144,51	60,29	101,90	2,080	307,55	27,22	104,62	101,44	58,88	144,07	143,72	90,79	121,24	113,39	52,83	11,30	42,85	106,65	110,28	149,88	337,57	27,11	
5,006	1683226677	2510,0	137,78	174,16	139,16	160,89	113,35	140,66	106,09	27,77	126,40	148,29	79,04	164,90	166,07	162,28	99,75	162,83	44,66	89,01	124,31	112,79	173,45	95,45	110,36	27,79	78,99	142,85	143,91	59,69	102,70	1,684	306,17	26,94	104,00	99,91	59,70	143,16	144,02	91,80	120,74	114,59	51,04	10,71	43,04	107,14	109,40	149,69	337,18	27,03	
5,008	1683226677	2510,0	137,98	174,36	140,58	160,58	113,25	140,66	106,49	27,87	127,43	147,37	78,84	166,12	165,36	163,29	100,75	162,83	46,65	89,01	124,51	113,97	174,43	94,86	109,49	27,77	79,61	143,46	145,62	59,89	101,50	1,387	306,76	27,01	104,31	100,01	59,29	144,07	143,82	90,59	121,14	112,89	52,23	10,31	42,65	106,95	110,18	150,27	336,79	27,02	
5,010	1683226677	2510,0	136,96	173,34	139,77	160,08	112,55	140,75	106,39	28,00	127,02	147,78	77,92	164,70	165,76	163,49	100,45	161,33	46,45	89,21	124,71	113,78	173,94	96,03	109,49	27,82	80,32	143,77	143,91	60,29	102,00	1,684	305,98	27,19	104,00	100,32	59,70	142,96	143,82	91,80	121,54	112,99	52,23	11,10	43,44	107,44	109,69	148,81	337,18	27,05	
5,012	1683226677	2560,0	137,78	175,07	139,97	161,49	112,55	140,16	106,49	27,85	127,02	148,49	79,14	165,51	165,76	162,98	100,55	162,83	46,06	88,52	125,89	112,79	173,94	95,64	111,04	27,70	79,61	142,95	143,91	59,49	102,40	2,575	306,37	27,02	104,00	100,93	60,51	143,97	142,81	90,39	120,94	112,79	51,63	10,71	44,72	106,16	110,38	149,98	336,89	26,92	
5,014	1683226677	2560,0	137,98	173,75	139,77	160,48	112,75	139,17	105,50	27,95	126,61	147,78	79,35	165,41	165,86	163,29	101,05	163,43	45,86	89,61	124,31	113,38	174,24	95,35	110,66	27,71	80,94	143,05	144,01	59,89	101,30	2,476	305,58	27,12	104,41	100,32	59,70	143,87	143,92	91,19	120,74	112,79	52,83	11,30	42,06	107,34	110,09	149,78	337,86	26,93	
5,016	1683226677	2560,0	137,78	174,56	140,48	160,58	112,36	139,76	105,99	27,80	127,43	148,39	79,14	165,41	165,56	162,68	100,15	161,63	46,06	90,00	125,50	113,29	173,94	95,64	110,07	27,77	79,61	141,83	144,92	59,49	102,10	3,170	306,76	26,96	104,31	100,72	59,49	143,57	143,72	90,69	122,14	113,39	52,83	11,40	43,24	106,75	110,18	149,30	336,99	26,87	
5,018	1683226677	2560,0	137,57	173,95	140,07	160,28	112,36	140,16	106,88	27,82	126,71	149,21	79,14	165,41	165,86	164,80	100,05	162,83	45,26	89,01	125,10	113,58	173,16	96,03	110,75	27,87	80,32	143,16	143,91	60,09	102,90	2,476	306,57	26,96	104,92	101,95	58,78	144,68	143,92	91,60	122,44	113,49	51,44	10,51	42,35	107,64	110,18	150,08	337,77	27,09	
5,020	1683226677	2560,0	137,37	174,16	140,68	160,89	112,36	140,16	106,78	27,82	126,92	148,70	77,92	164,09	165,76	162,98	100,25	162,53	46,16	89,21	124,02	113,58	174,04	95,84	110,95	27,77	80,94	141,22	145,12	59,29	102,90	1,981	305,58	27,01	104,10	101,44	57,66	142,55	143,82	90,99	121,34	113,59	53,62	11,10	43,24	107,14	109,99	149,10	337,67	27,07	
5,022	1683226677	2560,0	138,19	173,95	139,16	161,09	113,35	140,95	105,90	27,71	127,02	148,60	79,14	164,09	165,66	163,69	100,55	162,43	46,45	89,80	125,30	113,29	175,02	97,21	111,34	27,77	79,61	142,04	144,01	59,49	101,30	1,090	306,57	26,83	104,72	101,03	59,09	143,36	143,92	90,79	121,14	112,79	52,93	10,11	43,54	106,95	109,99	149,69	336,89	27,00	
5,024	1683226677	2560,0	137,57	174,46	139,97	160,28	112,75	139,76	106,09	27,92	126,30	147,78	78,43	165,41	166,57	163,59	101,15	163,43	44,56	88,52	125,30	114,27	174,14	96,23	110,85	27,67	80,32	142,95	143,91	59,69	101,90	3,071	306,17	27,04	104,10	100,72	60,11	144,28	143,82	91,60	121,54	114,09	52,43	10,51	43,73	106,55	109,60	149,69	337,47	26,97	
5,026	1683226677	2560,0	137,57	174,26	139,97	160,18	112,75	140,75	106,29	27,81	126,81	149,11	78,74	165,41	165,66	163,89	100,35	161,63	45,66	89,21	124,71	112,99	174,43	94,86	110,07	27,79	78,99	142,04	144,51	59,49	101,60	3,071	306,37	26,99	104,31	100,93	59,09	143,36	143,92	91,40	122,14	112,29	52,03	11,10	44,03	106,16	110,77	149,30	337,67	26,95	
5,028	1683226677	2560,0	137,16	174,46	141,59	161,29	112,75	139,17	106,19	27,90	127,02	148,70	79,14	166,02	166,17	163,39	99,95	162,83	45,16	90,10	124,91	114,37	173,94	95,06	109,29	27,79	80,32	143,66	144,92	59,89	100,71	2,575	306,17	27,07	104,62	101,44	58,88	143,97	143,82	90,29	121,74	112,89	51,63	10,90	42,85	107,14	110,67	149,49	337,77	27,03	
5,030	1683226677	2560,0	136,96	174,26	139,77	160,28	112,55	140,16	106,49	27,87	127,02	147,98	78,94	164,90	164,75	162,08	100,55	163,03	45,66	89,11	124,51	113,19	173,65	95,64	111,14	27,82	80,32	143,26	144,61	59,49	101,90	2,674	307,36	27,01	104,62	100,62	58,78	144,28	144,42	90,79	120,94	113,99	52,23	10,71	42,65	106,26	108,81	149,00	336,99	27,00	
5,032	1683226677	2560,0	137,78	174,46	140,68	161,29	113,75	139,67	106,49	27,79	126,81	147,78	79,14	166,02	167,18	163,59	101,05	161,63	45,16	88,81	124,41	112,01	174,53	95,45	109,88	27,65	79,61	142,95	144,71	60,29	101,10	2,575	306,17	26,83	104,31	100,11	59,70	145,19	144,63	90,89	121,14	112,79	51,63	10,51	42,35	106,36	108,91	150,27	337,09	26,87	
5,034	1683226677	2560,0	136,96	174,26	140,68	160,38	113,25	139,07	105,90	27,85	127,53	148,90	79,14	166,12	166,17	163,29	100,15	161,63	45,06	88,61	123,92	114,17	173,45	95,45	110,95	27,75	78,99	144,48	144,51	59,69	102,80	1,783	307,06	27,04	105,44	101,24	58,88	144,48	144,63	91,40	121,54	113,39	52,63	10,51	43,44	107,64	110,67	149,20	336,60	26,97	
5,036	1683226677	2560,0	136,76	173,55	139,37	160,89	112,55	139,76	105,50	27,85	128,15	149,11	79,04	165,31	165,86	162,78	100,55	162,83	45,46	90,30	125,10	112,40	174,53	96,91	111,82	27,75	78,38	143,05	144,11	59,89	101,90	2,873	306,17	26,97	104,10	101,75	58,48	144,28	143,31	90,79	121,14	113,39	51,63	11,00	44,42	105,96	109,60	149,88	337,38	26,91	
5,038	1683226677	2560,0	137,78	173,34	140,58	160,89	111,76	140,16	105,90	27,90	126,30	147,78	79,35	164,19	165,86	163,49	99,55	163,93	44,66	90,10	125,60	114,66	173,65	95,84	109,68	27,72	79,71	142,55	144,71	58,89	102,10	2,377	307,06	27,09	104,10	100,11	58,07	143,36	143,92	90,59	121,64	113,99	51,53	11,40	44,03	106,75	110,87	149,69	337,47	26,96	
5,040	1683226677	2560,0	137,57	174,16	139,67	160,58	113,35	139,67	105,60	27,92	126,92	148,39	79,55	165,41	164,75	161,67	100,55	163,33	45,36	90,20	125,30	112,11	173,65	95,35	110,56	27,79	79,71	144,17	144,21	59,29	102,50	1,684	305,98	26,99	104,10	100,32	59,60	144,07	143,41	90,59	121,04	115,09	52,03	11,10	43,54	105,77	110,18	149,10	337,57	27,09	
5,042	1683226677	2560,0	137,37	175,07	140,17	160,18	112,36	140,06	105,90	27,98	126,71	148,19	78,33	166,12	166,37	162,68	101,35	161,83	45,36	89,41	125,10	113,78	174,53	97,21	110,75	27,79	80,32	144,27	144,71	60,09	101,40	1,981	305,98	27,11	104,31	101,03	60,11	144,58	144,12	90,59	120,03	112,29	52,03	10,51	42,65	107,05	111,16	149,88	337,28	26,97	
5,044	1683226677	2560,0	136,35	172,84	140,98	160,28	112,16	139,07	106,39	27,95	127,74	148,70	79,55	165,41	165,16	164,49	100,35	161,83	45,66	90,00	125,89	113,78	173,45	95,84	111,43	27,71	79,71	142,85	144,51	59,49	102,70	1,783	307,16	27,11	105,13	101,65	58,78	144,78	143,21	92,00	120,23	113,39	52,83	11,50	44,13	107,05	110,18	148,90	337,18	26,93	
5,046	1683226677	2560,0	137,16	174,46	140,58	161,29	113,15	139,67	105,60	27,79	126,92	147,88	78,53	164,90	165,76	163,59	100,25	162,73	46,45	90,20	124,51	113,78	174,24	96,91	109,88	27,67	79,71	142,95	145,12	60,69	101,30	1,981	306,76	26,97	104,10	100,52	60,11	144,48	143,82	92,20	120,94	113,29	52,43	11,10	42,65	106,55	110,67	149,49	336,99	26,82	
5,048	1683226677	2560,0	136,96	173,34	140,78	160,08	112,16	140,16	105,40	27,79	126,50	148,09	78,84	164,90	166,17	163,29	101,05	162,83	44,86	89,90	126,09	114,37	175,02	96,72	109,10	27,75	80,94	142,65	144,71	59,89	102,50	1,981	306,76	26,97	104,51	100,21	60,11	143,57	143,41	91,40	120,74	113,99	52,03	11,40	44,23	107,34	109,40	149,30	337,67	26,97	
5,050	1683226677	2560,0	136,96	174,36	139,16	159,68	112,55	139,76	105,70	27,97	126,81	148,60	78,12	165,41	165,36	162,88	100,95	162,83	46,06	89,01	124,31	113,19	174,14	96,43	110,27	27,71	79,61	143,46	143,91	60,49	103,10	2,873	305,98	27,09	104,31	100,42	60,41	144,28	143,41	91,80	120,33	113,39	52,83	10,31	42,65	106,75	109,50	149,00	337,57	26,95	
